id,MUNICÍPIO,LOCALIDADE,LONGITUDE,LATITUDE,CÓDIGO DO,TI,CODIBGE,POPULAÇÃ,DATA DA PE,AQUÍFERO,FINALIDADE,PROFUNDIDA,VAZÃO (m³),ESTADO,RESÍDUO T,CLORETO,DUREZA,NITRATO,FERRO,COR APAREN,FLUORETO,MANGANÊS,NITRATO (1,PH,SULFATO,TURBIDEZ,ESTADO QUA,DATA DA CO,DATA DA AN,POPULAÇ_1,CÓDIGO _1
851,Morro do Chapéu,SANTO ANTÔNIO,-41.101944,-11.743333,3,Chapada Diamantina,2921708,,27/03/2024,INEXISTENTE,NÃO INFORMADO,"180","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
852,Condeúba,BREJO,-41.878054,-13.798055,20,Sudoeste Baiano,2908705,,11/03/2024,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
853,Tremedal,VOLTA GRANDE,-41.535277,-15.197221,20,Sudoeste Baiano,2931806,,02/03/2024,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
854,Poções,CAPIM BRANCO,-40.334444,-14.434444,20,Sudoeste Baiano,2925105,,26/02/2024,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
855,Wagner,PÉ DE SERRA,-41.198333,-12.151666,3,Chapada Diamantina,2933406,,05/02/2024,FISSURAL / CONFINADO,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
856,Várzea do Poço,LAJINHA OU LAJINHA UM,-40.329721,-11.491944,15,Bacia do Jacuípe,2933109,,22/01/2024,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
857,Várzea do Poço,ITAPUA,-40.339444,-11.573054,15,Bacia do Jacuípe,2933109,,21/01/2024,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
858,Várzea do Poço,NOVA OLINDA,-40.371666,-11.506944,15,Bacia do Jacuípe,2933109,,20/01/2024,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
859,Cafarnaum,RECIFE DE JOÃO ANDRÉ,-41.519721,-11.846944,1,Irecê,2905305,,27/11/2023,CÁRSTICO,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
860,Barra do Mendes,COLODIANO,-42.089444,-11.786666,1,Irecê,2903003,,21/11/2023,CÁRSTICO,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
861,Brotas de Macaúbas,POÇO SEDE 01,-42.622777,-11.994444,2,Velho Chico,2904506,,18/11/2023,INEXISTENTE,NÃO INFORMADO,"142","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
862,Iraquara,BAIXA DO MOCAMBO,-41.606944,-12.1575,3,Chapada Diamantina,2914406,,24/09/2023,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
863,Pilão Arcado,BAIXÃO DO JACÚ,-43.465277,-9.678054,10,Sertão do São Francisco,2924405,,19/09/2023,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
864,Pilão Arcado,LAGOA DE CIMA,-43.639166,-9.420277,10,Sertão do São Francisco,2924405,,14/09/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
865,Mairi,TOCAS OU SOSSEGO,-40.298055,-11.721666,15,Bacia do Jacuípe,2920106,,20/08/2023,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
866,Aracatu,C.E. CORONEL CÂNDIDO SILVEIRA SANTOS,-41.460833,-14.425832,20,Sudoeste Baiano,2902005,,14/08/2023,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
867,Piritiba,CHAPADA,-40.676943,-11.734166,14,Piemonte do Paraguaçu,2924801,,11/08/2023,FISSURAL,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
868,Caculé,BAMBURRAL,-42.315833,-14.55,13,Sertão Produtivo,2905008,,21/07/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
869,Nova Redenção,NOVENTA,-40.979721,-12.851111,3,Chapada Diamantina,2922854,,13/07/2023,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
870,Ibotirama,ROMÃO,-43.191388,-12.304444,2,Velho Chico,2913200,,07/07/2023,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
871,Ipupiara,PLATINA,-42.685833,-11.813055,1,Irecê,2914109,,30/06/2023,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
872,Malhada de Pedras,FURA OLHO,-41.743888,-14.441666,13,Sertão Produtivo,2920304,,07/06/2023,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
873,Bom Jesus da Lapa,OLHO D'ÁGUA,-43.06,-13.131666,2,Velho Chico,2903904,,31/05/2023,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
874,Piatã,SANTO ANTÔNIO,-42.043055,-13.035833,3,Chapada Diamantina,2924306,,20/05/2023,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
875,Anagé,CAPINADO,-40.994999,-14.459722,20,Sudoeste Baiano,2901205,,16/05/2023,INEXISTENTE,ABASTECIMENTO HUMANO,"150","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
876,Chorrochó,C.E. SÃO JOSÉ E.T.I.B.,-39.105277,-8.974443,24,Itaparica,2907707,,11/05/2023,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
877,Caetité,FORMOSA UM,-42.439166,-13.701666,13,Sertão Produtivo,2905206,,18/04/2023,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
878,Caetité,CACIMBAS,-42.439166,-13.701666,13,Sertão Produtivo,2905206,,17/04/2023,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
879,Caetité,TANQUINHO DE AROEIRA,-42.689721,-14.100555,13,Sertão Produtivo,2905206,,16/04/2023,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
880,Itatim,PONTA AGUDA,-39.651666,-12.701666,14,Piemonte do Paraguaçu,2916856,,25/03/2023,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
881,Palmas de Monte Alto,PALMEIRAS,-43.242221,-14.425277,13,Sertão Produtivo,2923407,,22/03/2023,INEXISTENTE,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
882,Itatim,FELIPE VELHO,-39.716111,-12.755555,14,Piemonte do Paraguaçu,2916856,,21/03/2023,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
883,Feira da Mata,PEDRA FURADA,-44.247499,-13.976388,2,Velho Chico,2910776,,05/03/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
884,Feira da Mata,BAIXÃO,-44.408333,-14.183888,2,Velho Chico,2910776,,04/03/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
885,Matina,LAGOA DA VACA,-42.980832,-13.918888,2,Velho Chico,2921054,,02/03/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
886,Matina,SÍTIO NOVO,-42.944444,-13.928888,2,Velho Chico,2921054,,02/03/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
887,Condeúba,FAZENDA VEREDINHA,-42.069166,-14.84611,20,Sudoeste Baiano,2908705,,26/02/2023,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
888,Anagé,BARRA DAS BRENHAS,-40.97611,-14.614444,20,Sudoeste Baiano,2901205,,23/02/2023,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
889,Anagé,TAPUIU,-41.061111,-14.753888,20,Sudoeste Baiano,2901205,,20/02/2023,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
890,Tanque Novo,BARAÚNA DO NORTE,-42.484999,-13.499444,13,Sertão Produtivo,2931053,,18/02/2023,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
891,Ribeirão do Largo,ASSENTAMENTO ELZIN MEIRA,-40.644721,-15.576943,20,Sudoeste Baiano,2926657,,18/02/2023,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
892,Ibotirama,LINHA I,-43.192221,-12.328054,2,Velho Chico,2913200,,15/02/2023,LIVRE / FISSURAL,ABASTECIMENTO HUMANO,"150","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
893,Conceição do Coité,BIONGO,-39.24111,-11.531388,4,Sisal,2908408,,15/02/2023,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
894,Ribeirão do Largo,TIAGO,-40.654722,-15.44361,20,Sudoeste Baiano,2926657,,15/02/2023,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
895,Casa Nova,ASSENTAMENTO SÃO JOSÉ,-41.086666,-9.297777,10,Sertão do São Francisco,2907202,,20/01/2023,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
896,Boquira,MAMONA,-42.694444,-12.747499,12,Bacia do Paramirim,2904100,,08/12/2022,FISSURAL,ABASTECIMENTO HUMANO,"105","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
897,Valente,ALAGADIÇO DO GATO,-39.470554,-11.28111,4,Sisal,2933000,,21/11/2022,INEXISTENTE,NÃO INFORMADO,"100","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
898,Rafael Jambeiro,PEDRA DA NOVILHA,-39.572777,-12.499444,14,Piemonte do Paraguaçu,2925956,,28/10/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
899,Brumado,TESOURO,-41.588055,-14.288055,13,Sertão Produtivo,2904605,,27/10/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
900,Brumado,LAGOA DA JUREMA,-41.7,-14.377499,13,Sertão Produtivo,2904605,,26/10/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
901,Brumado,LAGOA DO ARROZ,-41.667499,-14.16,13,Sertão Produtivo,2904605,,24/10/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
902,Brumado,BAIXA GRANDE,-41.555833,-14.121666,13,Sertão Produtivo,2904605,,23/10/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
903,Brumado,FAZENDA PORTEIRA,-41.578888,-14.294166,13,Sertão Produtivo,2904605,,22/10/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
904,Guanambi,BOQUEIRÃO,-42.626666,-14.148333,13,Sertão Produtivo,2911709,,22/10/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
905,Brumado,FAZENDA FORMOSO,-41.562777,-14.293333,13,Sertão Produtivo,2904605,,21/10/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
906,Mulungu do Morro,CAATINGA DO EGIDIO,-41.488888,-11.915833,1,Irecê,2922052,,20/10/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
907,Morro do Chapéu,ALTO DA CHAPADA,-41.175832,-11.541666,3,Chapada Diamantina,2921708,,20/10/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"180","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
908,Campo Alegre de Lourdes,SANTO ANTONIO,-43.244721,-9.608055,10,Sertão do São Francisco,2905909,,19/10/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
909,Jussara,PÉ DO MORRO UM,-42.066388,-11.038888,1,Irecê,2918506,,14/10/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
910,Campo Alegre de Lourdes,SANHARÓ,-43.384166,-9.605833,10,Sertão do São Francisco,2905909,,11/10/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
911,Rafael Jambeiro,SERROTE,-39.545833,-12.416666,14,Piemonte do Paraguaçu,2925956,,10/10/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
912,Campo Alegre de Lourdes,SÃO JOSÉ,-42.726388,-9.587777,10,Sertão do São Francisco,2905909,,08/10/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
913,Campo Alegre de Lourdes,BANDEIRA,-42.94111,-9.532777,10,Sertão do São Francisco,2905909,,06/10/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
914,Abaíra,TANQUE,-41.67361,-13.22861,3,Chapada Diamantina,2900108,,05/10/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
915,Barra,PAJEÚ DE IGARITÉ,-43.44361,-11.592221,2,Velho Chico,2902708,,03/10/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
916,Itaberaba,MORRO REDONDO,-40.4075,-12.389999,14,Piemonte do Paraguaçu,2914703,,29/09/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
917,Campo Alegre de Lourdes,BAIXA GRANDE,-43.346666,-9.63361,10,Sertão do São Francisco,2905909,,26/09/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
918,Juazeiro,ASSENTAMENTO MARIA SIMÕES,-40.611666,-9.818888,10,Sertão do São Francisco,2918407,,22/09/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
919,Cafarnaum,ALTO DO BONITO,-41.421943,-11.6525,1,Irecê,2905305,,07/09/2022,CÁRSTICO,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
920,Várzea da Roça,FAZENDA CALDEIRÃO FURADO,-40.051111,-11.673888,15,Bacia do Jacuípe,2933059,,07/09/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
921,América Dourada,VILA MARTINS,-41.63361,-11.430832,1,Irecê,2901155,,06/09/2022,CÁRSTICO,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
922,Caraíbas,ABÓBORAS,-41.376666,-14.783054,20,Sudoeste Baiano,2906899,,03/09/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
923,Caraíbas,BANANEIRA,-41.345833,-14.272499,20,Sudoeste Baiano,2906899,,02/09/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
924,Mairi,GATO,-40.265,-11.704166,15,Bacia do Jacuípe,2920106,,01/09/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
925,Juazeiro,CALDEIRÃO DA CANOA,-40.103888,-9.294999,10,Sertão do São Francisco,2918407,,31/08/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
926,Anagé,OLHO D'ÁGUA DO VITAL,-41.053888,-14.788888,20,Sudoeste Baiano,2901205,,23/08/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
927,Santaluz,CALDEIRÃO DO DOUTOR,-39.791388,-11.35,4,Sisal,2928000,,20/08/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"102","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
